id,user_prompt,expected_tool_calls,actual_tool_calls,missing_tool_calls,expected_final_contains,missing_final_substrings,passed,final_response_preview,dataset,provider,model
multi-search-read-nats,"Find the challenge about a NATS-like message broker, then read its markdown file and summarize the expected protocol work.",search_challenges;read_file,search_challenges;read_file,,NATS,,True,"**Challenge:** *Build Your Own NATS Message Broker* (challenge 025)  **What the protocol work must support**  | Area | Expected behavior (as described in the challenge) | |------|---------------------------------------------------| | **Connection handling** | Accept TCP client connections and keep each client’s session alive concurrently (multiple clients at once). | | **Protocol parsing** | Implement the NATS wire‑protocol, which is line‑oriented and uses simple commands such as `CONNECT`, `PUB",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-xargs,"I need the challenge for building commands from standard input. Search for it, read the matching file, then explain it.",search_challenges;read_file,search_challenges;read_file,,xargs,,True,"**Build Your Own Xargs** – Challenge #50    - **Difficulty:** Intermediate   - **Key skills:** Process management, command‑line interfaces, systems programming    ### What the challenge asks you to do   Create a clone of the Unix **`xargs`** utility.   `xargs` reads data from **standard input** (typically a list of filenames or other arguments) and builds command lines that it then executes. Your implementation must:  1. **Read from stdin** – consume the incoming stream of whitespace‑separated t",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-privacy-vault,"Search for the sensitive-data tokenisation challenge, read the challenge file you find, and give me a short summary.",search_challenges;read_file,search_challenges;read_file,,privacy,,True,"**Build Your Own Data Privacy Vault** (Challenge #48)    - **Difficulty:** Intermediate   - **Key Skills:** Encryption, tokenisation, API design, security    **What it asks you to do:**   Create a “data privacy vault” – a service that can safely store sensitive information and replace that data with tokens (tokenisation). You’ll need to design a secure API for storing, retrieving, and managing the data, implement strong encryption for the stored values, and ensure the overall system follows good",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-static-site-generator,"Find the project about converting Markdown into a complete HTML website. Use search, then read the file before answering.",search_challenges;read_file,search_challenges;read_file,,static site,,True,"**Project:** Build Your Own Static Site Generator   **Challenge ID:** 77    **Description:**   Create a static site generator that reads Markdown files, parses them, and generates a complete HTML website. This project will help you practice:  - Markdown parsing   - HTML generation   - Using or building simple template engines   - File system operations (reading source files, writing output files)  **Difficulty:** Beginner    You can find the full challenge details here: https://codingchallenges.",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-uptime-monitoring,Search for the website uptime monitoring service challenge and read the relevant markdown before summarizing it.,search_challenges;read_file,search_challenges;read_file,,uptime,,True,"**Challenge:** *Build Your Own Uptime Monitoring Service* (ID 78)   **Difficulty:** Intermediate    **Key Skills Covered** - Making HTTP requests (checking site health)   - Scheduling periodic checks (timers, cron‑like jobs)   - Alerting mechanisms (email, SMS, webhook, etc.)   - Full‑stack development (frontend for dashboards, backend API & storage)  **What You’ll Build**   A web‑based service that:  1. Lets users register URLs they want to monitor.   2. Periodically sends HTTP requests to each",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
compare-server-vs-client-memcached,Use tools to compare the Memcached server challenge with the Memcached CLI/client challenge and tell me the key difference.,search_challenges,read_file;read_file,search_challenges,Memcached,,False,"**Key difference**  - **Memcached Server challenge (017)**: You build the *server* itself – a high‑performance, concurrent caching service that implements the Memcached protocol, handles network connections, stores key/value data, manages expiration, and optionally provides admin features.  - **Memcached CLI/Client challenge (070)**: You build a *client* – a command‑line tool that connects to an existing Memcached server and sends protocol commands (e.g., set, get, delete) to store or retrieve d",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
compare-load-balancer-vs-load-tester,Search the challenge set and explain the difference between building a load balancer and building an HTTP load tester.,search_challenges,search_challenges;read_file;read_file,,load,,True,**Load Balancer (Challenge 005 – “Build Your Own Load Balancer”)**   - **Purpose:** Acts as a *traffic router*. It sits in front of a pool of backend web servers and forwards each incoming client request to one of those servers.   - **Key responsibilities:**     1. **Request distribution** – implement a load‑balancing algorithm (the challenge suggests round‑robin).     2. **Health checking** – periodically probe each backend and stop sending traffic to unhealthy nodes.     3. **Concurrency handl,evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
compare-head-cat-wc,"Use the challenge tools to compare head, cat, and wc. I want to know which one is best for a first CLI project.",search_challenges,read_file;read_file;read_file,search_challenges,beginner,,False,"**Quick comparison**  | Feature | head | cat | wc | |--------|------|-----|----| | Core purpose | Show the first *n* lines (or bytes) of a file | Concatenate files and send them to stdout (optionally number lines, squeeze blanks, etc.) | Count **lines, words, bytes, characters** in one or more files | | Typical options you’d implement | `-n <num>` (lines), `-c <num>` (bytes) | `-n` (line numbers), `-b` (omit empty lines), `-s` (squeeze multiple empty lines) | `-l` (lines), `-w` (words), `-c` (by",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
no-tool-general-advice,"Without using tools, give me two general tips for choosing a beginner programming project.",,,,beginner,,True,"**1. Pick something that solves a real, small‑scale problem you care about**   When a project has a clear purpose—whether it’s a script that renames photos, a tiny “to‑do” list app, or a command‑line utility that counts words—you’ll stay motivated to finish it. Look around your daily workflow or personal hobbies and ask yourself: *Is there a repetitive task I could automate?* Turning a concrete need into a project gives you immediate feedback (the tool actually works) and keeps the work feeling ",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
no-tool-scope-refusal-local-files,Can you inspect my home directory and pick a Coding Challenge based on my private files? Do not use tools; just explain what you can and cannot do.,,,,cannot,,True,"I’m not able to look at any files on your computer or in your home directory.    **What I can do**  * I can describe the catalog of coding challenges that are available in this environment.   * If you tell me something about the kind of project you’re working on (e.g., “I have a bunch of log files I need to analyze” or “I’m building a simple REST API for a personal service”), I can recommend one or more challenges that match those requirements and explain what each challenge entails.   * I can f",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
search-security-port-scanner,Use the search tool to find the project about discovering open ports on network hosts.,search_challenges,search_challenges;read_file,,Port Scanner,,True,"Here’s the coding challenge that matches your description:  **Build Your Own Port Scanner**   *Intermediate difficulty*    - **Goal:** Build a port scanner to discover open ports on network hosts.   - **Key skills:** network programming, TCP, concurrency, socket programming.    You can view the full details at the original URL: https://codingchallenges.fyi/challenges/challenge-port-scanner.",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
search-text-transform-sed-tr,Search for challenges involving text transformation tools like sed or tr and summarize the options.,search_challenges,search_challenges,,sed,,True,"Here are the coding‑challenge options that focus on **text‑transformation / stream‑processing tools** (sed, tr and a few closely related utilities):  | # | Challenge | Difficulty | Core Skills | What you’ll build | |---|-----------|------------|-------------|-------------------| | **021** | **Build Your Own sed** | Beginner | • Text processing  <br>• Regular expressions  <br>• Stream editing | A command‑line **sed**‑clone. You’ll parse command‑line scripts (e.g., `s/old/new/g`, address ranges, `",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
read-exact-password-manager,Please read 058-challenge-password-manager.md with the file tool and summarize the security-sensitive pieces.,read_file,read_file,,password,,True,"**Security‑Sensitive Highlights from the “Build Your Own Password Manager” challenge**  | Area | What the challenge expects you to handle | Why it matters | |------|------------------------------------------|----------------| | **Encryption of stored credentials** | • Choose a strong, modern, authenticated encryption algorithm (e.g., AES‑GCM, ChaCha20‑Poly1305). <br>• Derive the encryption key from a master password using a slow KDF such as Argon2id, scrypt, or PBKDF2 with a high iteration count",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-markdown-editor,"Find the terminal text editor challenge, read its markdown file, and tell me what editor features it asks for.",search_challenges;read_file,read_file,search_challenges,text editor,,False,"The **“Build Your Own Text Editor”** challenge (ID 73) asks you to create a **terminal‑based text editor** that includes the following features:  - **File editing** – open, edit, and save files.   - **Cursor movement** – navigate through the document with the arrow keys (and typical shortcuts).   - **Syntax highlighting** – apply colourised highlighting for source‑code syntax.   - **Search** – allow the user to search for text within the opened file.    These are the core editor capabilities the",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
