id,user_prompt,expected_tool_calls,actual_tool_calls,missing_tool_calls,expected_final_contains,missing_final_substrings,passed,final_response_preview,dataset,provider,model
read-exact-yaml,"Read the YAML parser challenge file, 067-challenge-yaml.md, before explaining what I would build.",read_file,read_file,,YAML,,True,"Here’s a quick summary of the **YAML‑parser challenge** (file *067‑challenge‑yaml.md*):  | Item | Details | |------|---------| | **ID** | 67 | | **Title** | Build Your Own YAML Parser | | **Difficulty** | Intermediate | | **URL** | <https://codingchallenges.fyi/challenges/challenge-yaml> | | **Key Skills** | • Lexical analysis  <br>• Parsing  <br>• Data structures | | **Goal** | Implement a program that reads a YAML document and converts it into native data structures (e.g., maps/dictionaries, a",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
read-exact-video-chat,Use the tools to read 076-challenge-video-chat.md and summarize the technologies involved.,read_file,read_file,,WebRTC,,True,"**Challenge 76 – Build Your Own Video Chat Application**  **Core technologies & concepts**  | Area | Technologies / Protocols | |------|---------------------------| | **Real‑time media transport** | **WebRTC** – peer‑to‑peer audio/video streams, data channels, NAT traversal (STUN/TURN) | | **Signalling** | Any lightweight signalling method to exchange SDP offers/answers and ICE candidates (e.g., WebSocket, Socket.io, Firebase Realtime DB, simple HTTP polling) | | **Frontend** | HTML5 + CSS3, Jav",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-nats,"Find the challenge about a NATS-like message broker, then read its markdown file and summarize the expected protocol work.",search_challenges;read_file,search_challenges;read_file,,NATS,,True,"**Summary – Expected NATS‑style protocol for the challenge**  The challenge asks you to implement a thin, NATS‑inspired publish‑subscribe broker.   Below is the core protocol behavior you’ll need to support, distilled from the markdown description:  | Phase | Client → Server message | Server → Client response | Meaning | |-------|------------------------|--------------------------|---------| | **CONNECT** | `CONNECT {""verbose"":false,""pedantic"":false,""tls_required"":false,""lang"":""go"",""version"":""1.",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-xargs,"I need the challenge for building commands from standard input. Search for it, read the matching file, then explain it.",search_challenges;read_file,search_challenges;read_file,,xargs,,True,"**Challenge:** *Build Your Own Xargs* (ID 50)    **Difficulty:** Intermediate    **Relevant Skills:**   - Process management   - Command‑line interfaces (CLI)   - Systems programming    ### What the challenge asks you to do You need to implement a clone of the Unix **`xargs`** utility.   `xargs` reads data from **standard input** (usually the output of another command), groups that data into arguments, and then invokes a specified command with those arguments. It’s often used to turn a list of i",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-privacy-vault,"Search for the sensitive-data tokenisation challenge, read the challenge file you find, and give me a short summary.",search_challenges;read_file,search_challenges;read_file,,privacy,,True,"**Challenge:** *Build Your Own Data Privacy Vault* (ID 48)   **Difficulty:** Intermediate    **What you’ll build:** A service that securely stores sensitive information and provides tokenisation – replacing real values with reversible, safe tokens.    **Key skills practiced:**   - **Encryption** – protect data at rest and in transit.   - **Tokenisation** – generate and map tokens to original values.   - **API design** – expose endpoints for storing, retrieving, tokenising, and detokenising data.",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-static-site-generator,"Find the project about converting Markdown into a complete HTML website. Use search, then read the file before answering.",search_challenges;read_file,search_challenges;read_file,,static site,,True,"**Project:** *Build Your Own Static Site Generator*    - **Goal:** Create a tool that takes a collection of Markdown files and generates a full, navigable HTML website.   - **Difficulty:** Beginner   - **Key Skills Involved:**     - Markdown parsing     - HTML generation     - Template engines (for consistent page layouts)     - File system operations (reading source files, writing output, handling assets)    You can find the full challenge description in `077-challenge-ssg.md`.",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-uptime-monitoring,Search for the website uptime monitoring service challenge and read the relevant markdown before summarizing it.,search_challenges;read_file,search_challenges;read_file,,uptime,,True,"**Challenge:** Build Your Own Uptime Monitoring Service   **Difficulty:** Intermediate    ### Overview   You’ll create a service that continuously checks the availability of web sites and notifies the owner when a site becomes unreachable.  ### Core Skills Involved   - **HTTP requests** – periodically send GET (or HEAD) requests to the target URLs and interpret the response status.   - **Scheduling** – design a reliable timer/cron‑like system that runs checks at configurable intervals (e.g., eve",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
compare-server-vs-client-memcached,Use tools to compare the Memcached server challenge with the Memcached CLI/client challenge and tell me the key difference.,search_challenges,read_file;read_file,search_challenges,Memcached,,False,"**Key difference**  - **Memcached Server challenge (017)** – Focuses on **building the server itself**. You’ll implement the core caching system, design the in‑memory data store, handle the Memcached text protocol, manage concurrency, and expose a network service that other clients can connect to.  - **Memcached CLI/Client challenge (070)** – Focuses on **building a client tool**. You’ll implement a command‑line interface that talks to an existing Memcached server, parsing command‑line arguments",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
compare-load-balancer-vs-load-tester,Search the challenge set and explain the difference between building a load balancer and building an HTTP load tester.,search_challenges,search_challenges;read_file;read_file,,load,,True,**Load Balancer vs. HTTP Load Tester**  | Aspect | Build Your Own Load Balancer (Challenge #5) | Build Your Own HTTP(S) Load Tester (Challenge #41) | |--------|--------------------------------------------|---------------------------------------------------| | **Purpose** | Acts as a **reverse proxy** that sits in front of a set of backend web servers and **distributes incoming client requests** among them. | Acts as a **client‑side benchmarking tool** that **generates many concurrent HTTP reques,evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
compare-head-cat-wc,"Use the challenge tools to compare head, cat, and wc. I want to know which one is best for a first CLI project.",search_challenges,read_file;read_file;read_file,search_challenges,beginner,,False,"**Quick comparison of the three beginner‑level CLI projects**  | Feature | **head** | **cat** | **wc** | |--------|----------|--------|--------| | **Core purpose** | Show the first *n* lines (or bytes) of a file | Concatenate and display one or more files (or stdin) | Count lines, words, bytes, characters in one or more files | | **Typical options** | `-n <lines>` (or `-c <bytes>`), `-q` (quiet) | `-n` (number lines), `-E` (show `$` at line ends), `-s` (squeeze blank lines) | `-l` (lines), `-w` ",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
no-tool-general-advice,"Without using tools, give me two general tips for choosing a beginner programming project.",,,,beginner,,True,"**1. Pick Something That Gives Immediate, Visible Results**   When you’re just starting out, the biggest motivation booster is seeing your code do something right away. Choose a project that produces clear, tangible output—like a small command‑line utility (e.g., a “hello‑world” style calculator or a file line‑counter) or a simple graphical game (e.g., Snake or Pong). The quick feedback loop helps you understand how your code affects the program and keeps the learning process rewarding.  **2. Ke",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
no-tool-scope-refusal-local-files,Can you inspect my home directory and pick a Coding Challenge based on my private files? Do not use tools; just explain what you can and cannot do.,,,,cannot,cannot,False,"I don’t have any visibility into the contents of your personal computer, your home‑directory files, or any other private data that isn’t explicitly provided to me. The only information I can work with are the public coding‑challenge descriptions that are stored in the repository you see in the index, and any text you choose to paste or describe in this conversation.  Because I can’t read your private files, I can’t automatically match a challenge to something that might exist on your machine (e.",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
search-security-port-scanner,Use the search tool to find the project about discovering open ports on network hosts.,search_challenges,search_challenges;read_file,,Port Scanner,,True,"Here’s the coding challenge that matches your description:  **Build Your Own Port Scanner**   - **Difficulty:** Intermediate   - **Skills:** Network programming, TCP, concurrency, socket programming   - **Description:** Build a port scanner to discover open ports on network hosts.    You can find the full challenge details in the markdown file `045-challenge-port-scanner.md`. Let me know if you’d like more information about the requirements, suggested implementation steps, or any related resourc",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
search-text-transform-sed-tr,Search for challenges involving text transformation tools like sed or tr and summarize the options.,search_challenges,search_challenges,,sed,,True,"Here are the text‑processing challenges that match what you’re looking for:  | # | Challenge | Difficulty | Core Skills | What you’ll build | |---|-----------|------------|-------------|-------------------| | **021** | **Build Your Own Sed** | Beginner | • Text processing  • Regular expressions  • Stream editing | A command‑line **sed** clone that can read from files or stdin, apply substitution, deletion, insertion, and other editing commands, and output the transformed text. | | **042** | **Bu",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
read-exact-password-manager,Please read 058-challenge-password-manager.md with the file tool and summarize the security-sensitive pieces.,read_file,read_file,,password,,True,"**Security‑Sensitive Highlights from the Password‑Manager Challenge (058‑challenge‑password‑manager.md)**    | Area | What the challenge expects you to handle securely | Why it matters | |------|---------------------------------------------------|----------------| | **Master‑Password Derivation** | • Derive an encryption key from the user’s master password using a strong KDF (e.g., Argon2id, scrypt, PBKDF2 with a high‑cost factor). <br>• Store only the salt (and KDF parameters) alongside the enc",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
multi-search-read-markdown-editor,"Find the terminal text editor challenge, read its markdown file, and tell me what editor features it asks for.",search_challenges;read_file,read_file,search_challenges,text editor,,False,"The **Build Your Own Text Editor** challenge (challenge #73) asks you to create a **terminal‑based text editor** that includes the following core features:  1. **File Editing** – Open, edit, and save plain‑text files.   2. **Cursor Movement** – Navigate the buffer with arrow keys (and optionally other navigation shortcuts).   3. **Syntax Highlighting** – Detect and colour‑code language syntax while editing.   4. **Search** – Provide a way to search for text within the opened file.  These four ca",evals/tool_call/datasets/tool_call_v2.json,openai,openai/gpt-oss-120b:free
